Action,Row Type,Campaign,Campaign Type,Campaign Status,Budget,Budget Type,Bid Strategy Type,Networks,Languages,Ad Group,Ad Group Status,Max CPC,Keyword,Match Type,Criterion Status,Ad Type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Final URL,Path 1,Path 2
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,padi open water koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,open water course koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,open water diver koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,scuba certification koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,learn to scuba dive thailand,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,padi course thailand,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,owd koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,scuba diving course koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,padi open water price,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,scuba license koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,padi open water koh tao,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,open water course koh tao,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,owd koh tao,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,curso open water koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,curso PADI tailandia,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,certificacion buceo koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,curso buceo tailandia,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,curso buceo koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,PADI open water tailandia,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,sacarse el titulo de buceo tailandia,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,curso open water koh tao,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,PADI open water tailandia,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,קורס צלילה קוטאו,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,קורס PADI תאילנד,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,קורס אופן ווטר,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,כוכב 1 תאילנד,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,קורס צלילה תאילנד,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,קורס צלילה כוכב ראשון,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,קורס צלילה קוטאו,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,קורס PADI תאילנד,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,fun dive koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,scuba diving koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,sail rock dive trip,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,chumphon pinnacle dive,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,two tank dive koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,boat dive koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,certified diver koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,dive sites koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,padi 5 star koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,fun dive koh tao,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,sail rock koh tao,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,buceo koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,inmersiones koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,sail rock buceo,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,buceo certificados tailandia,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,centros de buceo koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,salida de buceo koh tao,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,buceo koh tao,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,sail rock buceo,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,צלילה בקוטאו,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,צלילות קוטאו,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,סייל רוק צלילה,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,צלילה תאילנד מוסמכים,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,מרכז צלילה קוטאו,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,צלילה בקוטאו,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Keyword,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,סייל רוק,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,
Add,Responsive Search Ad,SiamScuba_Search_DSD,,,,,,,,DSD_EN,,,,,,Responsive search ad,Discover Scuba Diving Koh Tao,"Try Diving - 2 Dives 3,600 THB","PADI 5-Star Center, Koh Tao",No Certification Needed,Max 2 Students Per Instructor,Two Private Dive Boats,WhatsApp Us - Reply in Minutes,Full Day With PADI Instructor,First Breath to 2 Ocean Dives,"Real Reef, Not a Pool","Small Groups, Big Smiles",Book Today - Dive Tomorrow,"778 Reviews, 5.0 TripAdvisor","Lunch, Boat, Gear Included",Try Scuba on Your Koh Tao Trip,Day with a PADI instructor: pool training plus 1 or 2 ocean dives. All gear included.,"Two private boats, max 2 students per instructor. WhatsApp reply usually in minutes.","2,600 THB for 1 dive or 3,600 THB for 2. Full day, gear, instructor, PADI certificate.","Built for first-timers. If you float on your back, you can do this. Book today.",https://siamscuba.com/discover-scuba-diving,discover,scuba
Add,Responsive Search Ad,SiamScuba_Search_DSD,,,,,,,,DSD_ES,,,,,,Responsive search ad,Bautismo de Buceo Koh Tao,Prueba el Buceo en Koh Tao,"3,600 THB Dia Completo",Centro PADI 5 Estrellas,Sin Certificacion Previa,Max 2 Alumnos por Instructor,Dos Barcos Propios de Buceo,WhatsApp - Respondemos Rapido,Dia Completo con PADI,Primera Respiracion Bajo Agua,"Arrecifes Reales, No Piscina","Grupos Pequenos, Buen Rollo",778 Resenas en TripAdvisor,Equipo Barco y Comida,Reserva Hoy - Bucea Manana,Dia con instructor PADI: practicas y 1-2 inmersiones en arrecifes. Equipo incluido.,"Dos barcos propios, max 2 alumnos por instructor. Respondemos WhatsApp en minutos.","2,600 THB por 1 inmersion o 3,600 THB por 2. Dia completo, equipo, instructor, PADI.","Para principiantes. Si flotas boca arriba, puedes hacerlo. Reserva hoy.",https://siamscuba.com/es/discover-scuba-diving,buceo,koh-tao
Add,Responsive Search Ad,SiamScuba_Search_DSD,,,,,,,,DSD_HE,,,,,,Responsive search ad,צלילת היכרות בקוטאו,"שתי צלילות ב-3,600 THB",מרכז PADI 5 כוכבים,ללא הסמכה מוקדמת,עד 2 תלמידים למדריך,שתי סירות צלילה פרטיות,WhatsApp - תשובה בדקות,יום שלם עם מדריך PADI,מהנשימה הראשונה לים אמיתי,שונית אמיתית לא בריכה,קבוצות קטנות חוויה גדולה,הזמינו היום צוללים מחר,778 ביקורות ב-TripAdvisor,ציוד ארוחה וסירה כלולים,בעברית על הספוט בקוטאו,יום שלם עם מדריך PADI: אימון במים רדודים ו-1 או 2 צלילות אמיתיות בשונית. כל הציוד כלול.,"שתי סירות פרטיות, עד 2 תלמידים למדריך. הלוז אמיתי. בדרך כלל עונים ב-WhatsApp בדקות.","2,600 THB לצלילה או 3,600 THB לשתיים - יום שלם, ציוד, מדריך, תעודת PADI. בלי ניסיון קודם.","בנוי למתחילים. אם אתם צפים על הגב - אתם יכולים. בעברית, על הספוט.",https://siamscuba.com/he/discover-scuba-diving,צלילת-היכרות,קוטאו
Add,Responsive Search Ad,SiamScuba_Search_OWD,,,,,,,,OWD_EN,,,,,,Responsive search ad,PADI Open Water in Koh Tao,Get Certified in 2.5 Days,"12,000 THB All-Inclusive",PADI 5-Star IDC Center,"Small Groups, Real Attention",Two Private Dive Boats,WhatsApp Us - Reply in Minutes,"Theory, Pool, 4 Ocean Dives","Certified For Life, Worldwide",778 Reviews on TripAdvisor,eLearning Before You Arrive,Koh Tao - Best Place to Learn,Free Re-Take If You Need It,"Book Course, We Plan Dates","Sail Rock Trip On Us, Ask How","PADI Open Water in 2.5 days: theory, pool, 4 reef dives. Certified for life, worldwide.","12,000 THB: books, gear, instructor, boat, certification. Small groups, two boats.",Koh Tao is the calmest place to learn. eLearning before you arrive saves water time.,WhatsApp us your travel dates. We plan the 2.5-day schedule around them.,https://siamscuba.com/open-water-course,open-water,padi
Add,Responsive Search Ad,SiamScuba_Search_OWD,,,,,,,,OWD_ES,,,,,,Responsive search ad,Curso PADI Open Water Koh Tao,Certificate en 2.5 Dias,"12,000 THB Todo Incluido",Centro PADI 5 Estrellas IDC,"Grupos Pequenos, Atencion Real",Dos Barcos Propios,WhatsApp - Respondemos Rapido,"Teoria, Piscina, 4 Inmersiones",Titulo Mundial de por Vida,778 Resenas en TripAdvisor,eLearning Antes de Llegar,Koh Tao - El Mejor Lugar,Repeticion Gratis Garantizada,"Reserva, Cuadramos Fechas",En Espanol con Instructor PADI,"Curso PADI Open Water en 2.5 dias: teoria, piscina, 4 inmersiones. Titulo internacional.","12,000 THB: libros, equipo, instructor, barco, certificacion. Grupos max 4 alumnos.",Koh Tao es el lugar mas tranquilo para aprender. eLearning antes de llegar al agua.,Escribenos por WhatsApp tus fechas y cuadramos el curso. Respuesta en minutos.,https://siamscuba.com/es/open-water-course,open-water,espanol
Add,Responsive Search Ad,SiamScuba_Search_OWD,,,,,,,,OWD_HE,,,,,,Responsive search ad,קורס PADI Open Water קוטאו,הסמכה ב-2.5 ימים,"12,000 THB הכל כלול",מרכז PADI 5 כוכבים IDC,"קבוצות קטנות, יחס אישי",שתי סירות פרטיות,WhatsApp - תשובה בדקות,תיאוריה בריכה ו-4 צלילות,הסמכה בינלאומית לכל החיים,778 ביקורות ב-TripAdvisor,לימוד עצמי לפני שמגיעים,קוטאו - המקום ללמוד,חזרה חינם אם צריך,הזמינו קורס נסגור תאריכים,בעברית עם מדריך PADI,"קורס PADI Open Water ב-2.5 ימים: תיאוריה, בריכה, 4 צלילות. הסמכה בינלאומית לכל החיים.","12,000 THB - ספרים, ציוד, מדריך, סירה, הסמכה. עד 4 תלמידים. שתי סירות פרטיות.",קוטאו הוא המקום הזול והרגוע בעולם ללמוד. eLearning לפני שמגיעים כדי לנצל כל יום במים.,שלחו ב-WhatsApp תאריכי הטיול ונסגור איתכם את הקורס. תשובה בדקות.,https://siamscuba.com/he/open-water-course,קורס-צלילה,קוטאו
Add,Responsive Search Ad,SiamScuba_Search_FunDive,,,,,,,,FUN_EN,,,,,,Responsive search ad,Fun Diving in Koh Tao,"Sail Rock Full-Day 3,800 THB","Two-Tank Boat Dive 2,000 THB",Chumphon Pinnacle & Twins,"PADI 5-Star, Koh Tao","Small Groups, Two Boats",WhatsApp Us - Reply in Minutes,Whale Sharks at Sail Rock,Morning or Afternoon Boats,778 Reviews on TripAdvisor,All Gear Included,Book Today - Dive Tomorrow,"Online Booking, No Deposit",Certified Divers Welcome,Best Dive Sites on the Island,"Two-tank morning/afternoon dives 2,000 THB. Sail Rock full-day 3,800 THB. All gear in.","Two private boats, small groups, schedule on time. PADI 5-Star in Koh Tao.","Pick your sites: Chumphon Pinnacle, Sail Rock, Twins, White Rock. Book online, no deposit.",WhatsApp us your dates or book direct. We get you on a boat usually within 24 hours.,https://siamscuba.com/fun-dives,fun-dives,koh-tao
Add,Responsive Search Ad,SiamScuba_Search_FunDive,,,,,,,,FUN_ES,,,,,,Responsive search ad,Buceo en Koh Tao,"Sail Rock Dia Completo - 3,800","2 Inmersiones Barco 2,000 THB",Chumphon Pinnacle y The Twins,Centro PADI 5 Estrellas,"Grupos Pequenos, 2 Barcos",WhatsApp - Respondemos Rapido,Tiburones Ballena Sail Rock,Inmersiones Manana o Tarde,778 Resenas en TripAdvisor,Equipo Incluido,Reserva Hoy - Bucea Manana,"Reserva Online, Sin Deposito",Buceadores Certificados,Los Mejores Sitios de la Isla,"Dos inmersiones manana/tarde 2,000 THB. Sail Rock dia completo 3,800 THB. Equipo incluido.","Dos barcos propios, grupos pequenos, horario real. Centro PADI 5 Estrellas Koh Tao.","Elige los sitios: Chumphon, Sail Rock, Twins, White Rock. Reserva online sin deposito.",WhatsApp con tus fechas o reserva directo. Solemos meterte en barco en 24 horas.,https://siamscuba.com/es/fun-dives,buceo,koh-tao
Add,Responsive Search Ad,SiamScuba_Search_FunDive,,,,,,,,FUN_HE,,,,,,Responsive search ad,צלילות בקוטאו,"סייל רוק יום שלם - 3,800","שתי צלילות סירה - 2,000 THB",Chumphon Pinnacle ו-The Twins,מרכז PADI 5 כוכבים,"קבוצות קטנות, 2 סירות פרטיות",WhatsApp - תשובה בדקות,כרישי לוויתן בסייל רוק,צלילות בוקר או צהריים,778 ביקורות ב-TripAdvisor,ציוד כלול,הזמינו היום צוללים מחר,הזמנה אונליין ללא פיקדון,למוסמכים בלבד,אתרי הצלילה הכי טובים באי,"שתי צלילות בוקר או צהריים 2,000 THB. סייל רוק יום שלם 3,800 THB. ציוד כלול.","שתי סירות פרטיות, קבוצות קטנות, לוז אמיתי. מרכז PADI 5 כוכבים בקוטאו.","בוחרים אתר: Chumphon, Sail Rock, Twins, White Rock. הזמנה אונליין ללא פיקדון.",שלחו ב-WhatsApp תאריכים או הזמינו ישיר. מעלים אתכם לסירה בתוך 24 שעות.,https://siamscuba.com/he/fun-dives,צלילות,קוטאו
